0,1,2
1.7742084508279767,1.3504335495122894,1.0
-0.35705858078877584,0.06300492686977775,0.0
-1.1310777949878443,3.8181329884298036,0.0
1.2720598093311928,1.4798763192379845,1.0
-0.07888042777304478,-3.8171646677972646,0.0
-5.191102288830033,-0.263363780123123,1.0
0.7902210888153554,4.169149224506469,0.0
4.027598756188029,2.6833086928809546,0.0
-2.136322878212596,-1.7101588959338803,1.0
3.550171080925276,-4.425754359143108,0.0
-2.399661493942007,3.027813549971981,0.0
0.6446970849705176,2.5757093200384436,0.0
2.3286871758685943,-2.576255585517318,0.0
4.579284946808492,2.197679636752158,0.0
2.2896698949282537,-1.8162226265875367,0.0
-0.30027666386362817,3.976015237949995,0.0
-3.214718553233887,1.5857466647321807,1.0
-4.369615960192589,-1.5474618952907742,0.0
-5.542485269722506,3.3851732080202113,0.0
3.287525205906359,0.8103307056315228,0.0
1.386802829566658,-2.5204305426791787,0.0
1.5637742615084718,-2.378919330342894,0.0
3.9527139760402195,3.1112631606221437,0.0
1.8071768590110988,-0.7317470674174859,0.0
3.4792130932264325,-2.151319149853384,0.0
-3.530603717530041,-4.868009577215808,1.0
3.2932389976725647,-3.296786268996058,1.0
2.1580430917565323,2.0908200812861666,0.0
2.1890670700573285,-3.0674226272378182,0.0
-3.337282233530945,-4.400593276564941,1.0
-0.16564568868044582,-3.066650158794904,0.0
2.9233428224555933,-2.4951596485593415,1.0
-4.99515194242512,4.861725794594113,0.0
4.735328895088994,2.6795519891154473,0.0
-4.693624971897807,4.180833052504646,0.0
0.4194443830697362,-0.7504046089378437,0.0
1.271593398205705,-5.370256139515034,0.0
-5.918395314450829,-4.535717994012341,1.0
4.09351532827854,3.4978620844558055,0.0
0.2997333878390266,-0.9451881194975644,0.0
-2.7471139866561907,-5.299131185018645,0.0
0.13913519190577667,-3.0294211526497663,0.0
3.3475350494071736,4.259386658274876,0.0
1.224110643889412,1.1327062250119195,1.0
1.61625435085683,-1.2827555375842852,0.0
-4.036837970675654,1.437340147583936,1.0
-2.491458313389635,-3.9197460747497033,0.0
2.319813860063739,-0.4740319725245767,0.0
0.9115492687060179,4.8175230815038566,0.0
-0.9851021367856807,0.8749268746782386,0.0
-3.4370367545202725,-5.5546505250603335,1.0
1.4175638465462148,-0.8038509267096698,0.0
-5.58677053408163,-3.3659081958469255,0.0
3.0469828813764477,-0.6602174074195554,0.0
4.960925110271467,-2.3033350459463273,1.0
-2.6136071371067717,2.554154180785418,0.0
-1.0897024271543159,3.287277395642693,0.0
-0.009934143063642658,4.484846794975586,0.0
-4.484460279047627,0.21627725237195175,1.0
-3.737099161767375,0.07492184728651409,1.0
1.0053037586279507,-2.3937363382764922,0.0
3.730098755467981,-1.803218757438541,1.0
0.6683092828769671,4.612188807604539,0.0
4.116023148933853,-0.8635897517461255,1.0
-0.7139563798560288,4.865307860050873,0.0
-3.7951919796428193,-3.5743638241398683,0.0
-1.9840638838830509,-3.1595394401089263,1.0
2.8997025279356086,-4.299828788014545,0.0
-1.0641844957188202,-2.7451769448073824,0.0
-4.128351868008299,3.519018602716439,0.0
0.5518220634978961,-4.718059734659475,0.0
-4.219044952715323,-1.003384117815318,0.0
-4.792667957668105,-2.2151937182527504,0.0
3.6589839252190273,-2.964126225056898,1.0
-4.542502880020774,-0.4802512330533745,1.0
-1.2812378381277996,1.3845406694270626,0.0
5.9519759163119,-0.27006707880837405,0.0
2.3450281560642647,-3.469937765037133,0.0
2.4659177501057528,-1.260107984856218,0.0
-2.851919721708673,-5.49227024628195,0.0
-2.0163750733573162,-5.58382602464555,0.0
-2.2436939578075674,-0.6299829158365865,1.0
4.280694530509105,-1.4749937302083664,1.0
-4.262848596720508,2.7053227394896036,0.0
1.6437302760124883,3.467771626492456,0.0
-0.9207957716975775,-3.593265846310706,0.0
-3.454155467745487,2.519038091293573,0.0
4.367614189234625,-3.0156988139562664,1.0
